==========================================================
     YouTube 专用优选网速排名（第一行最适合看视频）
==========================================================

NO.1 | 流媒体网速: 28.41 MB/s | IP地址: 167.148.203.71:443 | 地区: HK
NO.9817 | 流媒体网速: 52 KB/s | IP地址: 195.123.221.117:8443 | 地区: NL
NO.9818 | 流媒体网速: 52 KB/s | IP地址: 193.42.62.86:443 | 地区: FR
NO.9819 | 流媒体网速: 52 KB/s | IP地址: 195.123.221.126:8443 | 地区: NL
NO.9820 | 流媒体网速: 52 KB/s | IP地址: 159.195.110.37:443 | 地区: AT
NO.9821 | 流媒体网速: 52 KB/s | IP地址: 207.56.137.174:443 | 地区: TW
NO.9822 | 流媒体网速: 52 KB/s | IP地址: 94.183.190.229:2053 | 地区: LV
NO.9823 | 流媒体网速: 52 KB/s | IP地址: 193.233.87.160:8443 | 地区: US
NO.9824 | 流媒体网速: 52 KB/s | IP地址: 66.92.249.121:443 | 地区: US
NO.9825 | 流媒体网速: 51 KB/s | IP地址: 147.45.117.151:443 | 地区: NL
NO.9826 | 流媒体网速: 51 KB/s | IP地址: 45.154.35.188:8443 | 地区: NL
NO.9827 | 流媒体网速: 51 KB/s | IP地址: 45.10.190.30:443 | 地区: GR
NO.9828 | 流媒体网速: 51 KB/s | IP地址: 31.57.92.251:2053 | 地区: LV
NO.9829 | 流媒体网速: 50 KB/s | IP地址: 64.225.106.70:8443 | 地区: DE
NO.9830 | 流媒体网速: 50 KB/s | IP地址: 217.182.79.55:443 | 地区: PL
NO.9831 | 流媒体网速: 50 KB/s | IP地址: 77.110.119.135:443 | 地区: US
NO.9832 | 流媒体网速: 50 KB/s | IP地址: 179.255.188.93:443 | 地区: FR
NO.9833 | 流媒体网速: 50 KB/s | IP地址: 64.188.79.4:443 | 地区: DE
NO.9834 | 流媒体网速: 50 KB/s | IP地址: 79.137.194.184:8443 | 地区: NL
NO.9835 | 流媒体网速: 50 KB/s | IP地址: 212.135.211.234:443 | 地区: JP
NO.9836 | 流媒体网速: 50 KB/s | IP地址: 87.86.22.186:443 | 地区: JP
NO.9837 | 流媒体网速: 50 KB/s | IP地址: 217.216.43.124:443 | 地区: US
NO.9838 | 流媒体网速: 50 KB/s | IP地址: 5.129.227.222:443 | 地区: NL
NO.9839 | 流媒体网速: 50 KB/s | IP地址: 91.213.186.115:443 | 地区: HK
NO.9840 | 流媒体网速: 50 KB/s | IP地址: 45.10.40.150:443 | 地区: KZ
NO.9841 | 流媒体网速: 50 KB/s | IP地址: 95.85.14.34:443 | 地区: NL
NO.9842 | 流媒体网速: 50 KB/s | IP地址: 77.239.121.81:443 | 地区: DE
NO.9843 | 流媒体网速: 50 KB/s | IP地址: 46.226.163.212:2053 | 地区: NL
NO.9844 | 流媒体网速: 49 KB/s | IP地址: 87.106.187.37:8443 | 地区: DE
NO.9845 | 流媒体网速: 49 KB/s | IP地址: 185.48.250.113:443 | 地区: RS
NO.9846 | 流媒体网速: 49 KB/s | IP地址: 77.73.131.168:443 | 地区: GB
NO.9847 | 流媒体网速: 49 KB/s | IP地址: 89.167.71.131:443 | 地区: FI
NO.9848 | 流媒体网速: 49 KB/s | IP地址: 91.223.119.197:8443 | 地区: NL
NO.9849 | 流媒体网速: 49 KB/s | IP地址: 89.110.106.170:2053 | 地区: NL
NO.9850 | 流媒体网速: 49 KB/s | IP地址: 193.41.4.223:8443 | 地区: GB
NO.9851 | 流媒体网速: 49 KB/s | IP地址: 194.32.98.78:8443 | 地区: NL
NO.9852 | 流媒体网速: 49 KB/s | IP地址: 89.125.243.165:443 | 地区: SE
NO.9853 | 流媒体网速: 49 KB/s | IP地址: 45.136.57.82:8443 | 地区: KZ
NO.9854 | 流媒体网速: 49 KB/s | IP地址: 204.168.158.118:443 | 地区: FI
NO.9855 | 流媒体网速: 49 KB/s | IP地址: 195.133.92.20:443 | 地区: PT
NO.9856 | 流媒体网速: 49 KB/s | IP地址: 185.172.131.196:443 | 地区: DE
NO.9857 | 流媒体网速: 49 KB/s | IP地址: 207.154.224.207:2096 | 地区: DE
NO.9858 | 流媒体网速: 49 KB/s | IP地址: 89.110.119.231:2053 | 地区: NL
NO.9859 | 流媒体网速: 49 KB/s | IP地址: 202.148.52.97:443 | 地区: NL
NO.9860 | 流媒体网速: 49 KB/s | IP地址: 154.16.10.93:443 | 地区: HK
NO.9861 | 流媒体网速: 49 KB/s | IP地址: 62.238.50.164:8443 | 地区: FI
NO.9862 | 流媒体网速: 49 KB/s | IP地址: 167.99.199.100:443 | 地区: GB
NO.9863 | 流媒体网速: 49 KB/s | IP地址: 94.156.189.144:8443 | 地区: BG
NO.9864 | 流媒体网速: 49 KB/s | IP地址: 5.61.89.87:8443 | 地区: FI
NO.9865 | 流媒体网速: 49 KB/s | IP地址: 92.119.126.189:8443 | 地区: FR
NO.9866 | 流媒体网速: 49 KB/s | IP地址: 5.129.234.169:443 | 地区: NL
NO.9867 | 流媒体网速: 49 KB/s | IP地址: 91.223.123.83:8443 | 地区: NL
NO.9868 | 流媒体网速: 49 KB/s | IP地址: 144.31.192.167:8443 | 地区: DE
NO.9869 | 流媒体网速: 49 KB/s | IP地址: 5.75.201.93:443 | 地区: DE
NO.9870 | 流媒体网速: 49 KB/s | IP地址: 64.226.102.77:2087 | 地区: DE
NO.9871 | 流媒体网速: 49 KB/s | IP地址: 83.147.222.229:443 | 地区: FI
NO.9872 | 流媒体网速: 49 KB/s | IP地址: 46.101.96.225:443 | 地区: DE
NO.9873 | 流媒体网速: 49 KB/s | IP地址: 62.60.217.209:443 | 地区: DE
NO.9874 | 流媒体网速: 49 KB/s | IP地址: 89.169.32.235:8443 | 地区: GB
NO.9875 | 流媒体网速: 49 KB/s | IP地址: 195.123.221.121:8443 | 地区: NL
NO.9876 | 流媒体网速: 49 KB/s | IP地址: 62.146.180.177:8443 | 地区: US
NO.9877 | 流媒体网速: 49 KB/s | IP地址: 64.188.113.209:443 | 地区: DE
NO.9878 | 流媒体网速: 49 KB/s | IP地址: 144.31.38.61:443 | 地区: DE
NO.9879 | 流媒体网速: 49 KB/s | IP地址: 82.115.7.214:8443 | 地区: NL
NO.9880 | 流媒体网速: 49 KB/s | IP地址: 193.23.202.222:443 | 地区: DE
NO.9881 | 流媒体网速: 49 KB/s | IP地址: 77.110.108.196:8443 | 地区: FI
NO.9882 | 流媒体网速: 49 KB/s | IP地址: 159.195.145.225:8443 | 地区: DE
NO.9883 | 流媒体网速: 49 KB/s | IP地址: 212.22.74.52:2053 | 地区: NL
NO.9884 | 流媒体网速: 49 KB/s | IP地址: 194.36.177.140:443 | 地区: FI
NO.9885 | 流媒体网速: 49 KB/s | IP地址: 185.14.31.90:8443 | 地区: NL
NO.9886 | 流媒体网速: 49 KB/s | IP地址: 89.169.55.237:2053 | 地区: DE
NO.9887 | 流媒体网速: 49 KB/s | IP地址: 5.34.209.48:443 | 地区: LV
NO.9888 | 流媒体网速: 49 KB/s | IP地址: 45.133.210.212:8443 | 地区: NL
NO.9889 | 流媒体网速: 49 KB/s | IP地址: 91.188.213.107:443 | 地区: RU
NO.9890 | 流媒体网速: 49 KB/s | IP地址: 217.149.23.17:8443 | 地区: RU
NO.9891 | 流媒体网速: 49 KB/s | IP地址: 64.188.96.31:443 | 地区: DE
NO.9892 | 流媒体网速: 49 KB/s | IP地址: 78.17.187.151:443 | 地区: FI
NO.9893 | 流媒体网速: 49 KB/s | IP地址: 45.82.177.56:443 | 地区: NL
NO.9894 | 流媒体网速: 49 KB/s | IP地址: 64.110.101.181:443 | 地区: JP
NO.9895 | 流媒体网速: 49 KB/s | IP地址: 51.68.141.223:443 | 地区: PL
NO.9896 | 流媒体网速: 49 KB/s | IP地址: 85.192.26.247:443 | 地区: NL
NO.9897 | 流媒体网速: 49 KB/s | IP地址: 94.159.99.250:443 | 地区: DE
NO.9898 | 流媒体网速: 49 KB/s | IP地址: 179.255.98.160:8443 | 地区: US
NO.9899 | 流媒体网速: 49 KB/s | IP地址: 62.238.3.55:443 | 地区: FI
NO.9900 | 流媒体网速: 49 KB/s | IP地址: 37.46.17.252:443 | 地区: DE
NO.9901 | 流媒体网速: 49 KB/s | IP地址: 79.143.187.3:443 | 地区: FR
NO.9902 | 流媒体网速: 49 KB/s | IP地址: 68.68.32.120:443 | 地区: US
NO.9903 | 流媒体网速: 49 KB/s | IP地址: 94.183.186.27:443 | 地区: FR
NO.9904 | 流媒体网速: 49 KB/s | IP地址: 194.87.191.32:2053 | 地区: NL
NO.9905 | 流媒体网速: 49 KB/s | IP地址: 91.184.240.196:443 | 地区: SE
NO.9906 | 流媒体网速: 49 KB/s | IP地址: 92.205.160.83:443 | 地区: FR
NO.9907 | 流媒体网速: 49 KB/s | IP地址: 54.38.156.213:8443 | 地区: DE
NO.9908 | 流媒体网速: 49 KB/s | IP地址: 161.118.195.117:8443 | 地区: SG
NO.9909 | 流媒体网速: 49 KB/s | IP地址: 153.52.112.38:443 | 地区: NL
NO.9910 | 流媒体网速: 49 KB/s | IP地址: 77.221.141.103:443 | 地区: GB
NO.9911 | 流媒体网速: 49 KB/s | IP地址: 89.125.210.106:443 | 地区: FI
NO.9912 | 流媒体网速: 49 KB/s | IP地址: 159.65.201.224:443 | 地区: NL
NO.9913 | 流媒体网速: 49 KB/s | IP地址: 82.38.60.195:2053 | 地区: US
NO.9914 | 流媒体网速: 49 KB/s | IP地址: 159.195.88.117:443 | 地区: DE
NO.9915 | 流媒体网速: 49 KB/s | IP地址: 194.59.186.97:443 | 地区: PL
NO.9916 | 流媒体网速: 49 KB/s | IP地址: 202.61.196.15:443 | 地区: DE
NO.9917 | 流媒体网速: 49 KB/s | IP地址: 94.177.8.237:443 | 地区: AT
NO.9918 | 流媒体网速: 48 KB/s | IP地址: 151.242.125.29:443 | 地区: HK
NO.9919 | 流媒体网速: 48 KB/s | IP地址: 89.124.65.242:443 | 地区: NL
NO.9920 | 流媒体网速: 48 KB/s | IP地址: 95.217.129.198:443 | 地区: FI
NO.9921 | 流媒体网速: 48 KB/s | IP地址: 77.73.71.207:443 | 地区: LV
NO.9922 | 流媒体网速: 48 KB/s | IP地址: 82.22.31.122:443 | 地区: HK
NO.9923 | 流媒体网速: 46 KB/s | IP地址: 89.169.13.104:8443 | 地区: DE
NO.9924 | 流媒体网速: 46 KB/s | IP地址: 198.105.124.249:443 | 地区: FI
NO.9925 | 流媒体网速: 46 KB/s | IP地址: 95.217.188.118:8443 | 地区: FI
NO.9926 | 流媒体网速: 46 KB/s | IP地址: 94.103.86.182:8443 | 地区: DE
NO.9927 | 流媒体网速: 46 KB/s | IP地址: 217.60.7.121:8443 | 地区: US
NO.9928 | 流媒体网速: 46 KB/s | IP地址: 91.107.240.44:443 | 地区: DE
NO.9929 | 流媒体网速: 46 KB/s | IP地址: 217.12.206.83:8443 | 地区: PL
NO.9930 | 流媒体网速: 46 KB/s | IP地址: 84.32.99.133:8443 | 地区: SE
NO.9931 | 流媒体网速: 46 KB/s | IP地址: 86.53.110.15:443 | 地区: DE
NO.9932 | 流媒体网速: 46 KB/s | IP地址: 5.39.249.167:443 | 地区: DE
NO.9933 | 流媒体网速: 46 KB/s | IP地址: 89.124.113.115:8443 | 地区: NL
NO.9934 | 流媒体网速: 46 KB/s | IP地址: 84.234.17.132:443 | 地区: CH
NO.9935 | 流媒体网速: 46 KB/s | IP地址: 5.129.227.239:8443 | 地区: NL
NO.9936 | 流媒体网速: 46 KB/s | IP地址: 212.86.104.238:8443 | 地区: GB
NO.9937 | 流媒体网速: 46 KB/s | IP地址: 23.254.253.126:8443 | 地区: US
NO.9938 | 流媒体网速: 46 KB/s | IP地址: 62.233.57.167:8443 | 地区: CZ
NO.9939 | 流媒体网速: 46 KB/s | IP地址: 38.180.246.101:443 | 地区: DE
NO.9940 | 流媒体网速: 46 KB/s | IP地址: 91.149.255.234:443 | 地区: FI
NO.9941 | 流媒体网速: 46 KB/s | IP地址: 77.221.143.238:443 | 地区: FI
NO.9942 | 流媒体网速: 46 KB/s | IP地址: 82.146.61.177:2053 | 地区: RU
NO.9943 | 流媒体网速: 46 KB/s | IP地址: 31.76.60.114:443 | 地区: DE
NO.9944 | 流媒体网速: 46 KB/s | IP地址: 64.188.96.130:443 | 地区: DE
NO.9945 | 流媒体网速: 46 KB/s | IP地址: 89.110.121.16:8443 | 地区: NL
NO.9946 | 流媒体网速: 46 KB/s | IP地址: 5.129.238.73:443 | 地区: NL
NO.9947 | 流媒体网速: 46 KB/s | IP地址: 64.227.40.56:8443 | 地区: GB
NO.9948 | 流媒体网速: 46 KB/s | IP地址: 84.8.147.147:443 | 地区: GB
NO.9949 | 流媒体网速: 46 KB/s | IP地址: 89.208.106.239:443 | 地区: GB
NO.9950 | 流媒体网速: 46 KB/s | IP地址: 5.253.188.137:443 | 地区: DE
NO.9951 | 流媒体网速: 46 KB/s | IP地址: 49.13.8.121:443 | 地区: DE
NO.9952 | 流媒体网速: 46 KB/s | IP地址: 5.129.216.14:443 | 地区: NL
NO.9953 | 流媒体网速: 46 KB/s | IP地址: 201.34.136.160:443 | 地区: RU
NO.9954 | 流媒体网速: 46 KB/s | IP地址: 5.129.237.34:443 | 地区: NL
NO.9955 | 流媒体网速: 46 KB/s | IP地址: 138.124.70.97:443 | 地区: FR
NO.9956 | 流媒体网速: 46 KB/s | IP地址: 46.62.166.149:443 | 地区: FI
NO.9957 | 流媒体网速: 46 KB/s | IP地址: 64.226.116.101:443 | 地区: DE
NO.9958 | 流媒体网速: 46 KB/s | IP地址: 31.15.18.35:443 | 地区: NL
NO.9959 | 流媒体网速: 46 KB/s | IP地址: 78.141.206.87:8443 | 地区: GB
NO.9960 | 流媒体网速: 46 KB/s | IP地址: 85.198.102.239:8443 | 地区: RU
NO.9961 | 流媒体网速: 46 KB/s | IP地址: 89.28.236.182:443 | 地区: DK
NO.9962 | 流媒体网速: 46 KB/s | IP地址: 89.127.219.56:443 | 地区: NL
NO.9963 | 流媒体网速: 46 KB/s | IP地址: 82.29.128.19:2053 | 地区: US
NO.9964 | 流媒体网速: 46 KB/s | IP地址: 82.21.117.56:2053 | 地区: DE
NO.9965 | 流媒体网速: 46 KB/s | IP地址: 193.36.85.199:443 | 地区: DE
NO.9966 | 流媒体网速: 46 KB/s | IP地址: 95.85.25.127:2087 | 地区: NL
NO.9967 | 流媒体网速: 46 KB/s | IP地址: 207.154.195.4:443 | 地区: DE
NO.9968 | 流媒体网速: 46 KB/s | IP地址: 68.183.0.162:2087 | 地区: NL
NO.9969 | 流媒体网速: 46 KB/s | IP地址: 91.184.244.230:443 | 地区: RU
NO.9970 | 流媒体网速: 46 KB/s | IP地址: 43.156.12.53:2053 | 地区: SG
NO.9971 | 流媒体网速: 46 KB/s | IP地址: 78.17.85.111:8443 | 地区: FI
NO.9972 | 流媒体网速: 46 KB/s | IP地址: 193.17.180.5:8443 | 地区: US
NO.9973 | 流媒体网速: 46 KB/s | IP地址: 91.108.240.203:2053 | 地区: FR
NO.9974 | 流媒体网速: 46 KB/s | IP地址: 38.180.96.40:443 | 地区: NL
NO.9975 | 流媒体网速: 46 KB/s | IP地址: 91.228.227.17:2087 | 地区: TR
NO.9976 | 流媒体网速: 46 KB/s | IP地址: 5.223.52.82:443 | 地区: SG
NO.9977 | 流媒体网速: 46 KB/s | IP地址: 95.179.182.101:443 | 地区: NL
NO.9978 | 流媒体网速: 46 KB/s | IP地址: 212.237.219.37:443 | 地区: FI
NO.9979 | 流媒体网速: 46 KB/s | IP地址: 38.54.4.209:443 | 地区: KH
NO.9980 | 流媒体网速: 46 KB/s | IP地址: 77.232.143.161:443 | 地区: SE
NO.9981 | 流媒体网速: 46 KB/s | IP地址: 64.188.117.165:443 | 地区: DE
NO.9982 | 流媒体网速: 46 KB/s | IP地址: 91.210.109.121:443 | 地区: NL
NO.9983 | 流媒体网速: 46 KB/s | IP地址: 46.8.102.75:443 | 地区: US
NO.9984 | 流媒体网速: 46 KB/s | IP地址: 77.110.123.82:2053 | 地区: US
NO.9985 | 流媒体网速: 46 KB/s | IP地址: 193.228.128.110:443 | 地区: CH
NO.9986 | 流媒体网速: 46 KB/s | IP地址: 92.246.138.71:8443 | 地区: RU
NO.9987 | 流媒体网速: 46 KB/s | IP地址: 103.195.191.240:443 | 地区: SG
NO.9988 | 流媒体网速: 46 KB/s | IP地址: 65.108.245.196:443 | 地区: FI
NO.9989 | 流媒体网速: 46 KB/s | IP地址: 77.90.40.240:8443 | 地区: DE
NO.9990 | 流媒体网速: 46 KB/s | IP地址: 83.147.216.129:8443 | 地区: SE
NO.9991 | 流媒体网速: 46 KB/s | IP地址: 64.23.218.0:443 | 地区: US
NO.9992 | 流媒体网速: 46 KB/s | IP地址: 85.155.190.254:443 | 地区: NL
NO.9993 | 流媒体网速: 46 KB/s | IP地址: 64.226.77.72:8443 | 地区: DE
NO.9994 | 流媒体网速: 46 KB/s | IP地址: 46.101.172.168:2083 | 地区: DE
NO.9995 | 流媒体网速: 46 KB/s | IP地址: 82.153.50.212:443 | 地区: DE
NO.9996 | 流媒体网速: 46 KB/s | IP地址: 159.65.197.125:443 | 地区: NL
NO.9997 | 流媒体网速: 46 KB/s | IP地址: 85.121.245.104:443 | 地区: HK
NO.9998 | 流媒体网速: 46 KB/s | IP地址: 202.61.253.250:8443 | 地区: DE
NO.9999 | 流媒体网速: 46 KB/s | IP地址: 91.184.247.38:443 | 地区: SE
NO.10000 | 流媒体网速: 46 KB/s | IP地址: 93.114.98.212:443 | 地区: Unknown
NO.10001 | 流媒体网速: 45 KB/s | IP地址: 91.199.160.46:443 | 地区: CZ
NO.10002 | 流媒体网速: 45 KB/s | IP地址: 178.105.186.21:443 | 地区: DE
NO.10003 | 流媒体网速: 45 KB/s | IP地址: 144.126.237.116:443 | 地区: GB
NO.10004 | 流媒体网速: 45 KB/s | IP地址: 95.85.7.75:443 | 地区: NL
NO.10005 | 流媒体网速: 45 KB/s | IP地址: 95.85.25.154:2083 | 地区: NL
NO.10006 | 流媒体网速: 45 KB/s | IP地址: 147.90.26.83:443 | 地区: FR
NO.10007 | 流媒体网速: 45 KB/s | IP地址: 77.239.122.81:443 | 地区: DE
NO.10008 | 流媒体网速: 45 KB/s | IP地址: 45.87.107.158:443 | 地区: NL
NO.10009 | 流媒体网速: 45 KB/s | IP地址: 64.188.97.240:443 | 地区: DE
NO.10010 | 流媒体网速: 45 KB/s | IP地址: 64.227.117.91:443 | 地区: DE
NO.10011 | 流媒体网速: 45 KB/s | IP地址: 185.195.69.72:443 | 地区: CH
NO.10012 | 流媒体网速: 45 KB/s | IP地址: 193.160.96.232:443 | 地区: NL
NO.10013 | 流媒体网速: 45 KB/s | IP地址: 212.237.219.73:443 | 地区: FI
NO.10014 | 流媒体网速: 45 KB/s | IP地址: 89.124.93.240:443 | 地区: NL
NO.10015 | 流媒体网速: 45 KB/s | IP地址: 31.76.61.54:443 | 地区: DE
NO.10016 | 流媒体网速: 45 KB/s | IP地址: 68.183.211.93:443 | 地区: DE
NO.10017 | 流媒体网速: 45 KB/s | IP地址: 195.93.253.207:8443 | 地区: NL
NO.10018 | 流媒体网速: 45 KB/s | IP地址: 157.245.34.157:443 | 地区: GB
NO.10019 | 流媒体网速: 45 KB/s | IP地址: 185.169.107.52:8443 | 地区: NL
NO.10020 | 流媒体网速: 45 KB/s | IP地址: 94.159.102.149:8443 | 地区: DE
NO.10021 | 流媒体网速: 45 KB/s | IP地址: 217.154.237.115:443 | 地区: DE
NO.10022 | 流媒体网速: 45 KB/s | IP地址: 94.43.238.112:2087 | 地区: GE
NO.10023 | 流媒体网速: 44 KB/s | IP地址: 80.78.22.178:443 | 地区: SE
NO.10024 | 流媒体网速: 43 KB/s | IP地址: 91.149.219.230:8443 | 地区: FI
NO.10025 | 流媒体网速: 43 KB/s | IP地址: 77.68.16.137:443 | 地区: GB
NO.10026 | 流媒体网速: 43 KB/s | IP地址: 51.195.37.140:443 | 地区: DE
NO.10027 | 流媒体网速: 43 KB/s | IP地址: 31.169.126.66:8443 | 地区: PL
NO.10028 | 流媒体网速: 43 KB/s | IP地址: 204.168.162.190:443 | 地区: FI
NO.10029 | 流媒体网速: 43 KB/s | IP地址: 83.222.22.61:2053 | 地区: KZ
NO.10030 | 流媒体网速: 43 KB/s | IP地址: 204.168.154.165:443 | 地区: FI
NO.10031 | 流媒体网速: 43 KB/s | IP地址: 57.131.32.25:2053 | 地区: IT
NO.10032 | 流媒体网速: 43 KB/s | IP地址: 64.188.118.5:443 | 地区: DE
NO.10033 | 流媒体网速: 43 KB/s | IP地址: 85.192.40.176:443 | 地区: GB
NO.10034 | 流媒体网速: 43 KB/s | IP地址: 212.19.22.181:8443 | 地区: NL
NO.10035 | 流媒体网速: 43 KB/s | IP地址: 193.239.167.110:443 | 地区: SG
NO.10036 | 流媒体网速: 43 KB/s | IP地址: 5.129.216.208:443 | 地区: NL
NO.10037 | 流媒体网速: 43 KB/s | IP地址: 64.225.121.21:2053 | 地区: US
NO.10038 | 流媒体网速: 43 KB/s | IP地址: 94.156.122.37:2083 | 地区: DE
NO.10039 | 流媒体网速: 43 KB/s | IP地址: 194.156.66.171:443 | 地区: NL
NO.10040 | 流媒体网速: 43 KB/s | IP地址: 31.57.26.159:443 | 地区: LV
NO.10041 | 流媒体网速: 43 KB/s | IP地址: 79.137.207.222:443 | 地区: DE
NO.10042 | 流媒体网速: 43 KB/s | IP地址: 82.152.132.53:443 | 地区: RO
NO.10043 | 流媒体网速: 43 KB/s | IP地址: 179.255.188.94:443 | 地区: FR
NO.10044 | 流媒体网速: 43 KB/s | IP地址: 64.188.96.97:443 | 地区: DE
NO.10045 | 流媒体网速: 43 KB/s | IP地址: 90.156.168.199:8443 | 地区: SE
NO.10046 | 流媒体网速: 43 KB/s | IP地址: 3.234.228.173:443 | 地区: US
NO.10047 | 流媒体网速: 43 KB/s | IP地址: 83.222.22.61:8443 | 地区: KZ
NO.10048 | 流媒体网速: 43 KB/s | IP地址: 144.31.214.124:443 | 地区: DE
NO.10049 | 流媒体网速: 43 KB/s | IP地址: 38.180.219.68:443 | 地区: DE
NO.10050 | 流媒体网速: 43 KB/s | IP地址: 54.38.156.213:2096 | 地区: DE
NO.10051 | 流媒体网速: 43 KB/s | IP地址: 46.224.215.44:8443 | 地区: DE
NO.10052 | 流媒体网速: 43 KB/s | IP地址: 94.16.121.196:8443 | 地区: DE
NO.10053 | 流媒体网速: 43 KB/s | IP地址: 91.196.161.21:443 | 地区: NL
NO.10054 | 流媒体网速: 43 KB/s | IP地址: 72.56.237.107:443 | 地区: RU
NO.10055 | 流媒体网速: 43 KB/s | IP地址: 143.14.189.170:443 | 地区: HK
NO.10056 | 流媒体网速: 43 KB/s | IP地址: 167.114.67.25:443 | 地区: CA
NO.10057 | 流媒体网速: 43 KB/s | IP地址: 64.226.95.244:2053 | 地区: DE
NO.10058 | 流媒体网速: 43 KB/s | IP地址: 185.28.175.51:443 | 地区: US
NO.10059 | 流媒体网速: 43 KB/s | IP地址: 144.31.214.138:443 | 地区: DE
NO.10060 | 流媒体网速: 43 KB/s | IP地址: 153.56.134.47:443 | 地区: NL
NO.10061 | 流媒体网速: 43 KB/s | IP地址: 89.167.100.106:443 | 地区: FI
NO.10062 | 流媒体网速: 43 KB/s | IP地址: 82.115.19.252:443 | 地区: DE
NO.10063 | 流媒体网速: 43 KB/s | IP地址: 144.31.108.34:443 | 地区: DE
NO.10064 | 流媒体网速: 43 KB/s | IP地址: 91.149.254.245:443 | 地区: FI
NO.10065 | 流媒体网速: 43 KB/s | IP地址: 77.110.121.12:443 | 地区: FR
NO.10066 | 流媒体网速: 43 KB/s | IP地址: 89.169.170.230:8443 | 地区: RU
NO.10067 | 流媒体网速: 43 KB/s | IP地址: 89.44.197.64:8443 | 地区: BG
NO.10068 | 流媒体网速: 43 KB/s | IP地址: 5.230.194.229:2083 | 地区: DE
NO.10069 | 流媒体网速: 43 KB/s | IP地址: 83.172.135.147:443 | 地区: FI
NO.10070 | 流媒体网速: 43 KB/s | IP地址: 84.22.150.244:8443 | 地区: FI
NO.10071 | 流媒体网速: 43 KB/s | IP地址: 92.246.136.120:2083 | 地区: DE
NO.10072 | 流媒体网速: 43 KB/s | IP地址: 94.156.122.37:443 | 地区: DE
NO.10073 | 流媒体网速: 43 KB/s | IP地址: 5.61.38.237:443 | 地区: DE
NO.10074 | 流媒体网速: 43 KB/s | IP地址: 82.148.28.69:2087 | 地区: RU
NO.10075 | 流媒体网速: 43 KB/s | IP地址: 91.149.238.31:443 | 地区: GB
NO.10076 | 流媒体网速: 43 KB/s | IP地址: 62.76.239.165:443 | 地区: LV
NO.10077 | 流媒体网速: 43 KB/s | IP地址: 85.121.51.219:443 | 地区: HK
NO.10078 | 流媒体网速: 43 KB/s | IP地址: 79.132.143.192:8443 | 地区: DE
NO.10079 | 流媒体网速: 43 KB/s | IP地址: 95.85.56.149:443 | 地区: NL
NO.10080 | 流媒体网速: 43 KB/s | IP地址: 195.123.221.123:8443 | 地区: NL
NO.10081 | 流媒体网速: 43 KB/s | IP地址: 207.154.202.76:443 | 地区: DE
NO.10082 | 流媒体网速: 43 KB/s | IP地址: 51.75.32.106:443 | 地区: PL
NO.10083 | 流媒体网速: 43 KB/s | IP地址: 23.172.217.140:443 | 地区: US
NO.10084 | 流媒体网速: 43 KB/s | IP地址: 193.124.45.108:2053 | 地区: TR
NO.10085 | 流媒体网速: 43 KB/s | IP地址: 68.183.215.59:443 | 地区: DE
NO.10086 | 流媒体网速: 43 KB/s | IP地址: 96.126.191.218:443 | 地区: JP
NO.10087 | 流媒体网速: 43 KB/s | IP地址: 89.22.239.183:8443 | 地区: GB
NO.10088 | 流媒体网速: 43 KB/s | IP地址: 193.36.38.222:443 | 地区: MD
NO.10089 | 流媒体网速: 43 KB/s | IP地址: 68.183.218.122:2053 | 地区: DE
NO.10090 | 流媒体网速: 43 KB/s | IP地址: 51.241.130.183:443 | 地区: GB
NO.10091 | 流媒体网速: 43 KB/s | IP地址: 95.85.48.227:443 | 地区: NL
NO.10092 | 流媒体网速: 43 KB/s | IP地址: 195.66.213.139:443 | 地区: NL
NO.10093 | 流媒体网速: 43 KB/s | IP地址: 103.90.73.87:443 | 地区: NL
NO.10094 | 流媒体网速: 43 KB/s | IP地址: 77.246.102.229:2053 | 地区: NL
NO.10095 | 流媒体网速: 43 KB/s | IP地址: 202.61.196.15:8443 | 地区: DE
NO.10096 | 流媒体网速: 43 KB/s | IP地址: 85.214.181.122:443 | 地区: DE
NO.10097 | 流媒体网速: 43 KB/s | IP地址: 31.76.0.132:443 | 地区: DE
NO.10098 | 流媒体网速: 43 KB/s | IP地址: 78.17.85.106:443 | 地区: FI
NO.10099 | 流媒体网速: 43 KB/s | IP地址: 79.132.139.128:443 | 地区: NL
NO.10100 | 流媒体网速: 43 KB/s | IP地址: 109.172.9.242:443 | 地区: CZ
NO.10101 | 流媒体网速: 43 KB/s | IP地址: 194.28.226.45:8443 | 地区: DE
NO.10102 | 流媒体网速: 43 KB/s | IP地址: 65.109.191.32:443 | 地区: FI
NO.10103 | 流媒体网速: 43 KB/s | IP地址: 5.129.195.172:8443 | 地区: NL
NO.10104 | 流媒体网速: 43 KB/s | IP地址: 89.22.227.64:8443 | 地区: GB
NO.10105 | 流媒体网速: 43 KB/s | IP地址: 66.151.35.153:2053 | 地区: FI
NO.10106 | 流媒体网速: 43 KB/s | IP地址: 85.198.109.141:443 | 地区: RU
NO.10107 | 流媒体网速: 43 KB/s | IP地址: 185.243.112.48:443 | 地区: NL
NO.10108 | 流媒体网速: 43 KB/s | IP地址: 37.27.179.113:8443 | 地区: FI
NO.10109 | 流媒体网速: 43 KB/s | IP地址: 46.21.247.126:443 | 地区: DE
